time,flex0,flex1,flex2,flex3,flex4,gyro
5.277,75.00,76.00,77.00,78.00,74.00,43.20
5.316,75.00,76.00,77.00,78.00,74.00,43.20
5.353,76.00,77.00,78.00,79.00,75.00,45.00
5.397,76.00,77.00,78.00,79.00,75.00,45.00
5.436,77.00,78.00,79.00,80.00,76.00,46.80
5.473,77.00,78.00,79.00,80.00,76.00,46.80
5.517,77.00,78.00,79.00,80.00,76.00,46.80
5.556,78.00,79.00,80.00,81.00,77.00,48.60
5.592,78.00,79.00,80.00,81.00,77.00,48.60
5.634,79.00,80.00,81.00,82.00,78.00,50.40
5.676,79.00,80.00,81.00,82.00,78.00,50.40
5.715,80.00,81.00,82.00,83.00,79.00,52.20
5.755,80.00,81.00,82.00,83.00,79.00,52.20
5.796,81.00,82.00,83.00,84.00,80.00,54.00
5.833,81.00,82.00,83.00,84.00,80.00,54.00
5.877,81.00,82.00,83.00,84.00,80.00,54.00
5.915,82.00,83.00,84.00,85.00,81.00,55.80
5.954,82.00,83.00,84.00,85.00,81.00,55.80
5.998,83.00,84.00,85.00,86.00,82.00,57.60
6.036,83.00,84.00,85.00,86.00,82.00,57.60
6.072,84.00,85.00,86.00,87.00,83.00,59.40
6.118,84.00,85.00,86.00,87.00,83.00,59.40
6.156,84.00,85.00,86.00,87.00,83.00,59.40
6.192,85.00,86.00,87.00,88.00,84.00,61.20
6.236,85.00,86.00,87.00,88.00,84.00,61.20
6.276,86.00,87.00,88.00,89.00,85.00,63.00
6.312,86.00,87.00,88.00,89.00,85.00,63.00
6.358,87.00,88.00,89.00,90.00,86.00,64.80
6.396,87.00,88.00,89.00,90.00,86.00,64.80
6.432,87.00,88.00,89.00,90.00,86.00,64.80
6.477,88.00,89.00,90.00,91.00,87.00,66.60
6.516,88.00,89.00,90.00,91.00,87.00,66.60
6.552,89.00,90.00,91.00,92.00,88.00,68.40
6.595,89.00,90.00,91.00,92.00,88.00,68.40
6.636,90.00,91.00,92.00,93.00,89.00,70.20
6.673,90.00,91.00,92.00,93.00,89.00,70.20
6.717,91.00,92.00,93.00,94.00,90.00,72.00
6.756,91.00,92.00,93.00,94.00,90.00,72.00
6.793,91.00,92.00,93.00,94.00,90.00,72.00
6.837,92.00,93.00,94.00,95.00,91.00,73.80
6.876,92.00,93.00,94.00,95.00,91.00,73.80
6.912,93.00,94.00,95.00,96.00,92.00,75.60
6.958,93.00,94.00,95.00,96.00,92.00,75.60
6.996,94.00,95.00,96.00,97.00,93.00,77.40
7.033,94.00,95.00,96.00,97.00,93.00,77.40
7.077,94.00,95.00,96.00,97.00,93.00,77.40
7.116,95.00,96.00,97.00,98.00,94.00,79.20
7.152,95.00,96.00,97.00,98.00,94.00,79.20
7.198,96.00,97.00,98.00,99.00,95.00,81.00
7.235,96.00,97.00,98.00,99.00,95.00,81.00
7.273,97.00,98.00,99.00,100.00,96.00,82.80
7.317,97.00,98.00,99.00,100.00,96.00,82.80
7.356,98.00,99.00,100.00,101.00,97.00,84.60
7.393,98.00,99.00,100.00,101.00,97.00,84.60
7.437,98.00,99.00,100.00,101.00,97.00,84.60
7.476,99.00,100.00,101.00,102.00,98.00,86.40
7.512,99.00,100.00,101.00,102.00,98.00,86.40
7.557,100.00,101.00,102.00,103.00,99.00,88.20
7.596,100.00,101.00,102.00,103.00,99.00,88.20
7.634,101.00,102.00,103.00,104.00,100.00,90.00
7.672,101.00,102.00,103.00,104.00,100.00,90.00
7.716,1.00,2.00,3.00,4.00,0.00,-90.00
7.753,1.00,2.00,3.00,4.00,0.00,-90.00
7.796,1.00,2.00,3.00,4.00,0.00,-90.00
7.836,2.00,3.00,4.00,5.00,1.00,-88.20
7.873,2.00,3.00,4.00,5.00,1.00,-88.20
7.916,3.00,4.00,5.00,6.00,2.00,-86.40
7.955,3.00,4.00,5.00,6.00,2.00,-86.40
7.992,4.00,5.00,6.00,7.00,3.00,-84.60
8.036,4.00,5.00,6.00,7.00,3.00,-84.60
8.076,4.00,5.00,6.00,7.00,3.00,-84.60
8.114,5.00,6.00,7.00,8.00,4.00,-82.80
8.155,5.00,6.00,7.00,8.00,4.00,-82.80
8.196,6.00,7.00,8.00,9.00,5.00,-81.00
8.233,6.00,7.00,8.00,9.00,5.00,-81.00
8.276,7.00,8.00,9.00,10.00,6.00,-79.20
8.316,7.00,8.00,9.00,10.00,6.00,-79.20
8.352,7.00,8.00,9.00,10.00,6.00,-79.20
8.398,8.00,9.00,10.00,11.00,7.00,-77.40
8.436,8.00,9.00,10.00,11.00,7.00,-77.40
8.473,9.00,10.00,11.00,12.00,8.00,-75.60
8.516,9.00,10.00,11.00,12.00,8.00,-75.60
8.555,10.00,11.00,12.00,13.00,9.00,-73.80
8.593,10.00,11.00,12.00,13.00,9.00,-73.80
8.636,11.00,12.00,13.00,14.00,10.00,-72.00
8.676,11.00,12.00,13.00,14.00,10.00,-72.00
8.714,11.00,12.00,13.00,14.00,10.00,-72.00
8.755,12.00,13.00,14.00,15.00,11.00,-70.20
8.792,12.00,13.00,14.00,15.00,11.00,-70.20
8.835,13.00,14.00,15.00,16.00,12.00,-68.40
8.876,13.00,14.00,15.00,16.00,12.00,-68.40
8.916,14.00,15.00,16.00,17.00,13.00,-66.60
8.954,14.00,15.00,16.00,17.00,13.00,-66.60
8.993,15.00,16.00,17.00,18.00,14.00,-64.80
9.036,15.00,16.00,17.00,18.00,14.00,-64.80
9.072,15.00,16.00,17.00,18.00,14.00,-64.80
9.118,16.00,17.00,18.00,19.00,15.00,-63.00
9.156,16.00,17.00,18.00,19.00,15.00,-63.00
9.193,17.00,18.00,19.00,20.00,16.00,-61.20
9.236,17.00,18.00,19.00,20.00,16.00,-61.20
9.276,18.00,19.00,20.00,21.00,17.00,-59.40
9.312,18.00,19.00,20.00,21.00,17.00,-59.40
9.357,18.00,19.00,20.00,21.00,17.00,-59.40
9.396,19.00,20.00,21.00,22.00,18.00,-57.60
9.435,19.00,20.00,21.00,22.00,18.00,-57.60
9.476,20.00,21.00,22.00,23.00,19.00,-55.80
9.516,20.00,21.00,22.00,23.00,19.00,-55.80
9.553,21.00,22.00,23.00,24.00,20.00,-54.00
9.596,21.00,22.00,23.00,24.00,20.00,-54.00
9.636,22.00,23.00,24.00,25.00,21.00,-52.20
9.676,22.00,23.00,24.00,25.00,21.00,-52.20
9.718,22.00,23.00,24.00,25.00,21.00,-52.20
9.756,23.00,24.00,25.00,26.00,22.00,-50.40
9.792,23.00,24.00,25.00,26.00,22.00,-50.40
9.838,24.00,25.00,26.00,27.00,23.00,-48.60
9.876,24.00,25.00,26.00,27.00,23.00,-48.60
9.912,25.00,26.00,27.00,28.00,24.00,-46.80
9.959,25.00,26.00,27.00,28.00,24.00,-46.80
