time,flex0,flex1,flex2,flex3,flex4,gyro
12.155,46.00,47.00,48.00,49.00,45.00,-9.00
12.197,47.00,48.00,49.00,50.00,46.00,-7.20
12.234,47.00,48.00,49.00,50.00,46.00,-7.20
12.279,48.00,49.00,50.00,51.00,47.00,-5.40
12.317,48.00,49.00,50.00,51.00,47.00,-5.40
12.353,48.00,49.00,50.00,51.00,47.00,-5.40
12.396,49.00,50.00,51.00,52.00,48.00,-3.60
12.438,49.00,50.00,51.00,52.00,48.00,-3.60
12.474,50.00,51.00,52.00,53.00,49.00,-1.80
12.51,50.00,51.00,52.00,53.00,49.00,-1.80
12.558,51.00,52.00,53.00,54.00,50.00,0.00
12.595,51.00,52.00,53.00,54.00,50.00,0.00
12.634,51.00,52.00,53.00,54.00,50.00,0.00
12.677,52.00,53.00,54.00,55.00,51.00,1.80
12.714,52.00,53.00,54.00,55.00,51.00,1.80
12.756,53.00,54.00,55.00,56.00,52.00,3.60
12.797,53.00,54.00,55.00,56.00,52.00,3.60
12.834,54.00,55.00,56.00,57.00,53.00,5.40
12.877,54.00,55.00,56.00,57.00,53.00,5.40
12.918,55.00,56.00,57.00,58.00,54.00,7.20
12.954,55.00,56.00,57.00,58.00,54.00,7.20
12.996,55.00,56.00,57.00,58.00,54.00,7.20
13.031,56.00,57.00,58.00,59.00,55.00,9.00
13.075,56.00,57.00,58.00,59.00,55.00,9.00
13.117,57.00,58.00,59.00,60.00,56.00,10.80
13.156,57.00,58.00,59.00,60.00,56.00,10.80
13.194,58.00,59.00,60.00,61.00,57.00,12.60
13.237,58.00,59.00,60.00,61.00,57.00,12.60
13.278,59.00,60.00,61.00,62.00,58.00,14.40
13.316,59.00,60.00,61.00,62.00,58.00,14.40
13.353,59.00,60.00,61.00,62.00,58.00,14.40
13.398,60.00,61.00,62.00,63.00,59.00,16.20
13.434,60.00,61.00,62.00,63.00,59.00,16.20
13.478,61.00,62.00,63.00,64.00,60.00,18.00
13.517,61.00,62.00,63.00,64.00,60.00,18.00
13.551,62.00,63.00,64.00,65.00,61.00,19.80
13.594,62.00,63.00,64.00,65.00,61.00,19.80
13.63,62.00,63.00,64.00,65.00,61.00,19.80
13.673,63.00,64.00,65.00,66.00,62.00,21.60
13.717,63.00,64.00,65.00,66.00,62.00,21.60
13.757,64.00,65.00,66.00,67.00,63.00,23.40
13.794,64.00,65.00,66.00,67.00,63.00,23.40
13.837,65.00,66.00,67.00,68.00,64.00,25.20
13.877,65.00,66.00,67.00,68.00,64.00,25.20
13.914,66.00,67.00,68.00,69.00,65.00,27.00
13.956,66.00,67.00,68.00,69.00,65.00,27.00
13.998,66.00,67.00,68.00,69.00,65.00,27.00
14.034,67.00,68.00,69.00,70.00,66.00,28.80
14.079,67.00,68.00,69.00,70.00,66.00,28.80
14.118,68.00,69.00,70.00,71.00,67.00,30.60
14.154,68.00,69.00,70.00,71.00,67.00,30.60
14.199,69.00,70.00,71.00,72.00,68.00,32.40
14.237,69.00,70.00,71.00,72.00,68.00,32.40
14.274,69.00,70.00,71.00,72.00,68.00,32.40
14.321,70.00,71.00,72.00,73.00,69.00,34.20
14.358,70.00,71.00,72.00,73.00,69.00,34.20
14.394,71.00,72.00,73.00,74.00,70.00,36.00
14.43,71.00,72.00,73.00,74.00,70.00,36.00
14.476,72.00,73.00,74.00,75.00,71.00,37.80
14.514,72.00,73.00,74.00,75.00,71.00,37.80
14.556,72.00,73.00,74.00,75.00,71.00,37.80
14.598,73.00,74.00,75.00,76.00,72.00,39.60
14.634,73.00,74.00,75.00,76.00,72.00,39.60
14.677,74.00,75.00,76.00,77.00,73.00,41.40
14.717,74.00,75.00,76.00,77.00,73.00,41.40
14.755,75.00,76.00,77.00,78.00,74.00,43.20
