time,flex0,flex1,flex2,flex3,flex4,gyro
8.427,50.00,51.00,52.00,53.00,49.00,-1.80
8.464,50.00,51.00,52.00,53.00,49.00,-1.80
8.507,51.00,52.00,53.00,54.00,50.00,0.00
8.548,51.00,52.00,53.00,54.00,50.00,0.00
8.581,52.00,53.00,54.00,55.00,51.00,1.80
8.628,52.00,53.00,54.00,55.00,51.00,1.80
8.666,53.00,54.00,55.00,56.00,52.00,3.60
8.705,53.00,54.00,55.00,56.00,52.00,3.60
8.745,53.00,54.00,55.00,56.00,52.00,3.60
8.789,54.00,55.00,56.00,57.00,53.00,5.40
8.823,54.00,55.00,56.00,57.00,53.00,5.40
8.87,55.00,56.00,57.00,58.00,54.00,7.20
8.906,55.00,56.00,57.00,58.00,54.00,7.20
8.944,56.00,57.00,58.00,59.00,55.00,9.00
8.99,56.00,57.00,58.00,59.00,55.00,9.00
9.028,57.00,58.00,59.00,60.00,56.00,10.80
9.063,57.00,58.00,59.00,60.00,56.00,10.80
9.11,57.00,58.00,59.00,60.00,56.00,10.80
9.146,58.00,59.00,60.00,61.00,57.00,12.60
9.184,58.00,59.00,60.00,61.00,57.00,12.60
9.23,59.00,60.00,61.00,62.00,58.00,14.40
9.266,59.00,60.00,61.00,62.00,58.00,14.40
9.307,60.00,61.00,62.00,63.00,59.00,16.20
9.35,60.00,61.00,62.00,63.00,59.00,16.20
9.386,60.00,61.00,62.00,63.00,59.00,16.20
9.427,61.00,62.00,63.00,64.00,60.00,18.00
9.459,61.00,62.00,63.00,64.00,60.00,18.00
9.515,62.00,63.00,64.00,65.00,61.00,19.80
9.56,62.00,63.00,64.00,65.00,61.00,19.80
9.602,63.00,64.00,65.00,66.00,62.00,21.60
9.66,64.00,65.00,66.00,67.00,63.00,23.40
9.724,64.00,65.00,66.00,67.00,63.00,23.40
9.784,65.00,66.00,67.00,68.00,64.00,25.20
9.843,66.00,67.00,68.00,69.00,65.00,27.00
9.906,66.00,67.00,68.00,69.00,65.00,27.00
9.974,67.00,68.00,69.00,70.00,66.00,28.80
10.034,68.00,69.00,70.00,71.00,67.00,30.60
10.087,68.00,69.00,70.00,71.00,67.00,30.60
10.145,69.00,70.00,71.00,72.00,68.00,32.40
10.182,69.00,70.00,71.00,72.00,68.00,32.40
10.231,70.00,71.00,72.00,73.00,69.00,34.20
10.269,70.00,71.00,72.00,73.00,69.00,34.20
10.307,71.00,72.00,73.00,74.00,70.00,36.00
10.346,71.00,72.00,73.00,74.00,70.00,36.00
10.388,72.00,73.00,74.00,75.00,71.00,37.80
10.426,72.00,73.00,74.00,75.00,71.00,37.80
10.477,72.00,73.00,74.00,75.00,71.00,37.80
10.521,73.00,74.00,75.00,76.00,72.00,39.60
10.56,73.00,74.00,75.00,76.00,72.00,39.60
10.599,74.00,75.00,76.00,77.00,73.00,41.40
10.638,74.00,75.00,76.00,77.00,73.00,41.40
10.678,75.00,76.00,77.00,78.00,74.00,43.20
10.719,75.00,76.00,77.00,78.00,74.00,43.20
10.758,76.00,77.00,78.00,79.00,75.00,45.00
10.799,76.00,77.00,78.00,79.00,75.00,45.00
10.839,76.00,77.00,78.00,79.00,75.00,45.00
10.88,77.00,78.00,79.00,80.00,76.00,46.80
10.919,77.00,78.00,79.00,80.00,76.00,46.80
10.958,78.00,79.00,80.00,81.00,77.00,48.60
10.999,78.00,79.00,80.00,81.00,77.00,48.60
11.039,79.00,80.00,81.00,82.00,78.00,50.40
11.079,79.00,80.00,81.00,82.00,78.00,50.40
11.119,80.00,81.00,82.00,83.00,79.00,52.20
11.159,80.00,81.00,82.00,83.00,79.00,52.20
11.199,80.00,81.00,82.00,83.00,79.00,52.20
11.239,81.00,82.00,83.00,84.00,80.00,54.00
11.278,81.00,82.00,83.00,84.00,80.00,54.00
11.328,82.00,83.00,84.00,85.00,81.00,55.80
11.369,82.00,83.00,84.00,85.00,81.00,55.80
11.407,83.00,84.00,85.00,86.00,82.00,57.60
11.446,83.00,84.00,85.00,86.00,82.00,57.60
11.487,84.00,85.00,86.00,87.00,83.00,59.40
11.526,84.00,85.00,86.00,87.00,83.00,59.40
11.57,84.00,85.00,86.00,87.00,83.00,59.40
11.606,85.00,86.00,87.00,88.00,84.00,61.20
11.647,85.00,86.00,87.00,88.00,84.00,61.20
11.686,86.00,87.00,88.00,89.00,85.00,63.00
11.726,86.00,87.00,88.00,89.00,85.00,63.00
11.766,87.00,88.00,89.00,90.00,86.00,64.80
11.806,87.00,88.00,89.00,90.00,86.00,64.80
11.846,87.00,88.00,89.00,90.00,86.00,64.80
11.886,88.00,89.00,90.00,91.00,87.00,66.60
11.926,88.00,89.00,90.00,91.00,87.00,66.60
11.966,89.00,90.00,91.00,92.00,88.00,68.40
12.006,89.00,90.00,91.00,92.00,88.00,68.40
12.047,90.00,91.00,92.00,93.00,89.00,70.20
12.087,90.00,91.00,92.00,93.00,89.00,70.20
12.126,91.00,92.00,93.00,94.00,90.00,72.00
12.167,91.00,92.00,93.00,94.00,90.00,72.00
12.199,91.00,92.00,93.00,94.00,90.00,72.00
12.241,92.00,93.00,94.00,95.00,91.00,73.80
12.282,92.00,93.00,94.00,95.00,91.00,73.80
12.325,93.00,94.00,95.00,96.00,92.00,75.60
12.362,93.00,94.00,95.00,96.00,92.00,75.60
12.402,93.00,94.00,95.00,96.00,92.00,75.60
12.444,94.00,95.00,96.00,97.00,93.00,77.40
12.483,94.00,95.00,96.00,97.00,93.00,77.40
12.519,95.00,96.00,97.00,98.00,94.00,79.20
12.562,95.00,96.00,97.00,98.00,94.00,79.20
12.602,96.00,97.00,98.00,99.00,95.00,81.00
12.639,96.00,97.00,98.00,99.00,95.00,81.00
12.681,96.00,97.00,98.00,99.00,95.00,81.00
12.723,97.00,98.00,99.00,100.00,96.00,82.80
12.758,97.00,98.00,99.00,100.00,96.00,82.80
12.802,98.00,99.00,100.00,101.00,97.00,84.60
12.836,98.00,99.00,100.00,101.00,97.00,84.60
12.885,99.00,100.00,101.00,102.00,98.00,86.40
12.923,99.00,100.00,101.00,102.00,98.00,86.40
12.959,100.00,101.00,102.00,103.00,99.00,88.20
12.996,100.00,101.00,102.00,103.00,99.00,88.20
13.036,100.00,101.00,102.00,103.00,99.00,88.20
13.083,101.00,102.00,103.00,104.00,100.00,90.00
13.118,101.00,102.00,103.00,104.00,100.00,90.00
13.164,1.00,2.00,3.00,4.00,0.00,-90.00
13.202,1.00,2.00,3.00,4.00,0.00,-90.00
13.243,2.00,3.00,4.00,5.00,1.00,-88.20
13.284,2.00,3.00,4.00,5.00,1.00,-88.20
13.323,3.00,4.00,5.00,6.00,2.00,-86.40
13.36,3.00,4.00,5.00,6.00,2.00,-86.40
13.405,3.00,4.00,5.00,6.00,2.00,-86.40
13.441,4.00,5.00,6.00,7.00,3.00,-84.60
13.481,4.00,5.00,6.00,7.00,3.00,-84.60
13.519,5.00,6.00,7.00,8.00,4.00,-82.80
13.562,5.00,6.00,7.00,8.00,4.00,-82.80
13.603,6.00,7.00,8.00,9.00,5.00,-81.00
13.643,6.00,7.00,8.00,9.00,5.00,-81.00
13.682,6.00,7.00,8.00,9.00,5.00,-81.00
13.721,7.00,8.00,9.00,10.00,6.00,-79.20
13.765,7.00,8.00,9.00,10.00,6.00,-79.20
13.802,8.00,9.00,10.00,11.00,7.00,-77.40
13.843,8.00,9.00,10.00,11.00,7.00,-77.40
13.881,9.00,10.00,11.00,12.00,8.00,-75.60
13.921,9.00,10.00,11.00,12.00,8.00,-75.60
13.961,9.00,10.00,11.00,12.00,8.00,-75.60
14.005,10.00,11.00,12.00,13.00,9.00,-73.80
14.043,10.00,11.00,12.00,13.00,9.00,-73.80
14.082,11.00,12.00,13.00,14.00,10.00,-72.00
14.125,11.00,12.00,13.00,14.00,10.00,-72.00
14.162,12.00,13.00,14.00,15.00,11.00,-70.20
14.204,12.00,13.00,14.00,15.00,11.00,-70.20
14.244,13.00,14.00,15.00,16.00,12.00,-68.40
14.283,13.00,14.00,15.00,16.00,12.00,-68.40
14.328,13.00,14.00,15.00,16.00,12.00,-68.40
14.356,14.00,15.00,16.00,17.00,13.00,-66.60
14.402,14.00,15.00,16.00,17.00,13.00,-66.60
14.442,15.00,16.00,17.00,18.00,14.00,-64.80
14.479,15.00,16.00,17.00,18.00,14.00,-64.80
14.516,16.00,17.00,18.00,19.00,15.00,-63.00
14.566,16.00,17.00,18.00,19.00,15.00,-63.00
14.605,17.00,18.00,19.00,20.00,16.00,-61.20
14.642,17.00,18.00,19.00,20.00,16.00,-61.20
14.679,17.00,18.00,19.00,20.00,16.00,-61.20
14.721,18.00,19.00,20.00,21.00,17.00,-59.40
14.763,18.00,19.00,20.00,21.00,17.00,-59.40
14.804,19.00,20.00,21.00,22.00,18.00,-57.60
14.844,19.00,20.00,21.00,22.00,18.00,-57.60
14.882,20.00,21.00,22.00,23.00,19.00,-55.80
14.925,20.00,21.00,22.00,23.00,19.00,-55.80
14.963,20.00,21.00,22.00,23.00,19.00,-55.80
15.003,21.00,22.00,23.00,24.00,20.00,-54.00
15.04,21.00,22.00,23.00,24.00,20.00,-54.00
15.082,22.00,23.00,24.00,25.00,21.00,-52.20
15.122,22.00,23.00,24.00,25.00,21.00,-52.20
15.162,23.00,24.00,25.00,26.00,22.00,-50.40
15.205,23.00,24.00,25.00,26.00,22.00,-50.40
15.243,24.00,25.00,26.00,27.00,23.00,-48.60
15.282,24.00,25.00,26.00,27.00,23.00,-48.60
15.326,24.00,25.00,26.00,27.00,23.00,-48.60
15.362,25.00,26.00,27.00,28.00,24.00,-46.80
15.402,25.00,26.00,27.00,28.00,24.00,-46.80
15.445,26.00,27.00,28.00,29.00,25.00,-45.00
15.482,26.00,27.00,28.00,29.00,25.00,-45.00
15.522,27.00,28.00,29.00,30.00,26.00,-43.20
15.564,27.00,28.00,29.00,30.00,26.00,-43.20
15.599,27.00,28.00,29.00,30.00,26.00,-43.20
15.636,28.00,29.00,30.00,31.00,27.00,-41.40
15.683,28.00,29.00,30.00,31.00,27.00,-41.40
15.723,29.00,30.00,31.00,32.00,28.00,-39.60
15.763,29.00,30.00,31.00,32.00,28.00,-39.60
15.805,30.00,31.00,32.00,33.00,29.00,-37.80
15.843,30.00,31.00,32.00,33.00,29.00,-37.80
15.879,30.00,31.00,32.00,33.00,29.00,-37.80
15.925,31.00,32.00,33.00,34.00,30.00,-36.00
15.963,31.00,32.00,33.00,34.00,30.00,-36.00
16.004,32.00,33.00,34.00,35.00,31.00,-34.20
16.044,32.00,33.00,34.00,35.00,31.00,-34.20
16.082,33.00,34.00,35.00,36.00,32.00,-32.40
16.122,33.00,34.00,35.00,36.00,32.00,-32.40
16.165,34.00,35.00,36.00,37.00,33.00,-30.60
16.202,34.00,35.00,36.00,37.00,33.00,-30.60
16.242,34.00,35.00,36.00,37.00,33.00,-30.60
16.285,35.00,36.00,37.00,38.00,34.00,-28.80
16.323,35.00,36.00,37.00,38.00,34.00,-28.80
16.362,36.00,37.00,38.00,39.00,35.00,-27.00
16.402,36.00,37.00,38.00,39.00,35.00,-27.00
16.442,37.00,38.00,39.00,40.00,36.00,-25.20
16.48,37.00,38.00,39.00,40.00,36.00,-25.20
16.517,38.00,39.00,40.00,41.00,37.00,-23.40
16.562,38.00,39.00,40.00,41.00,37.00,-23.40
16.602,38.00,39.00,40.00,41.00,37.00,-23.40
16.644,39.00,40.00,41.00,42.00,38.00,-21.60
16.682,39.00,40.00,41.00,42.00,38.00,-21.60
16.723,40.00,41.00,42.00,43.00,39.00,-19.80
16.765,40.00,41.00,42.00,43.00,39.00,-19.80
16.802,41.00,42.00,43.00,44.00,40.00,-18.00
16.843,41.00,42.00,43.00,44.00,40.00,-18.00
16.885,41.00,42.00,43.00,44.00,40.00,-18.00
16.922,42.00,43.00,44.00,45.00,41.00,-16.20
16.963,42.00,43.00,44.00,45.00,41.00,-16.20
17.002,43.00,44.00,45.00,46.00,42.00,-14.40
17.043,43.00,44.00,45.00,46.00,42.00,-14.40
17.083,44.00,45.00,46.00,47.00,43.00,-12.60
17.125,44.00,45.00,46.00,47.00,43.00,-12.60
17.163,45.00,46.00,47.00,48.00,44.00,-10.80
17.201,45.00,46.00,47.00,48.00,44.00,-10.80
17.244,45.00,46.00,47.00,48.00,44.00,-10.80
17.283,46.00,47.00,48.00,49.00,45.00,-9.00
17.318,46.00,47.00,48.00,49.00,45.00,-9.00
17.364,47.00,48.00,49.00,50.00,46.00,-7.20
17.402,47.00,48.00,49.00,50.00,46.00,-7.20
17.445,48.00,49.00,50.00,51.00,47.00,-5.40
17.479,48.00,49.00,50.00,51.00,47.00,-5.40
17.521,48.00,49.00,50.00,51.00,47.00,-5.40
17.563,49.00,50.00,51.00,52.00,48.00,-3.60
17.601,49.00,50.00,51.00,52.00,48.00,-3.60
17.641,50.00,51.00,52.00,53.00,49.00,-1.80
17.682,50.00,51.00,52.00,53.00,49.00,-1.80
17.719,51.00,52.00,53.00,54.00,50.00,0.00
17.762,51.00,52.00,53.00,54.00,50.00,0.00
17.802,51.00,52.00,53.00,54.00,50.00,0.00
17.841,52.00,53.00,54.00,55.00,51.00,1.80
17.883,52.00,53.00,54.00,55.00,51.00,1.80
17.919,53.00,54.00,55.00,56.00,52.00,3.60
17.965,53.00,54.00,55.00,56.00,52.00,3.60
18.001,54.00,55.00,56.00,57.00,53.00,5.40
18.04,54.00,55.00,56.00,57.00,53.00,5.40
18.085,55.00,56.00,57.00,58.00,54.00,7.20
18.123,55.00,56.00,57.00,58.00,54.00,7.20
18.157,55.00,56.00,57.00,58.00,54.00,7.20
18.197,56.00,57.00,58.00,59.00,55.00,9.00
18.242,56.00,57.00,58.00,59.00,55.00,9.00
18.282,57.00,58.00,59.00,60.00,56.00,10.80
18.324,57.00,58.00,59.00,60.00,56.00,10.80
18.363,58.00,59.00,60.00,61.00,57.00,12.60
18.406,58.00,59.00,60.00,61.00,57.00,12.60
18.441,59.00,60.00,61.00,62.00,58.00,14.40
18.476,59.00,60.00,61.00,62.00,58.00,14.40
18.526,59.00,60.00,61.00,62.00,58.00,14.40
18.565,60.00,61.00,62.00,63.00,59.00,16.20
18.602,60.00,61.00,62.00,63.00,59.00,16.20
18.643,61.00,62.00,63.00,64.00,60.00,18.00
18.685,61.00,62.00,63.00,64.00,60.00,18.00
18.722,62.00,63.00,64.00,65.00,61.00,19.80
18.763,62.00,63.00,64.00,65.00,61.00,19.80
18.805,62.00,63.00,64.00,65.00,61.00,19.80
18.848,63.00,64.00,65.00,66.00,62.00,21.60
18.88,63.00,64.00,65.00,66.00,62.00,21.60
18.925,64.00,65.00,66.00,67.00,63.00,23.40
18.962,64.00,65.00,66.00,67.00,63.00,23.40
19.006,65.00,66.00,67.00,68.00,64.00,25.20
19.043,65.00,66.00,67.00,68.00,64.00,25.20
19.082,65.00,66.00,67.00,68.00,64.00,25.20
19.122,66.00,67.00,68.00,69.00,65.00,27.00
19.165,66.00,67.00,68.00,69.00,65.00,27.00
19.202,67.00,68.00,69.00,70.00,66.00,28.80
19.238,67.00,68.00,69.00,70.00,66.00,28.80
19.277,68.00,69.00,70.00,71.00,67.00,30.60
19.322,68.00,69.00,70.00,71.00,67.00,30.60
19.361,69.00,70.00,71.00,72.00,68.00,32.40
19.405,69.00,70.00,71.00,72.00,68.00,32.40
19.442,69.00,70.00,71.00,72.00,68.00,32.40
19.483,70.00,71.00,72.00,73.00,69.00,34.20
19.525,70.00,71.00,72.00,73.00,69.00,34.20
19.561,71.00,72.00,73.00,74.00,70.00,36.00
19.604,71.00,72.00,73.00,74.00,70.00,36.00
19.645,72.00,73.00,74.00,75.00,71.00,37.80
19.682,72.00,73.00,74.00,75.00,71.00,37.80
19.722,72.00,73.00,74.00,75.00,71.00,37.80
19.765,73.00,74.00,75.00,76.00,72.00,39.60
19.802,73.00,74.00,75.00,76.00,72.00,39.60
19.844,74.00,75.00,76.00,77.00,73.00,41.40
19.884,74.00,75.00,76.00,77.00,73.00,41.40
19.922,75.00,76.00,77.00,78.00,74.00,43.20
19.96,75.00,76.00,77.00,78.00,74.00,43.20
20.006,76.00,77.00,78.00,79.00,75.00,45.00
20.04,76.00,77.00,78.00,79.00,75.00,45.00
20.081,76.00,77.00,78.00,79.00,75.00,45.00
20.12,77.00,78.00,79.00,80.00,76.00,46.80
20.162,77.00,78.00,79.00,80.00,76.00,46.80
20.199,78.00,79.00,80.00,81.00,77.00,48.60
20.242,78.00,79.00,80.00,81.00,77.00,48.60
