time,flex0,flex1,flex2,flex3,flex4,gyro
5.188,40.00,41.00,42.00,43.00,39.00,-19.80
5.224,40.00,41.00,42.00,43.00,39.00,-19.80
5.27,41.00,42.00,43.00,44.00,40.00,-18.00
5.307,41.00,42.00,43.00,44.00,40.00,-18.00
5.345,42.00,43.00,44.00,45.00,41.00,-16.20
5.381,42.00,43.00,44.00,45.00,41.00,-16.20
5.42,42.00,43.00,44.00,45.00,41.00,-16.20
5.465,43.00,44.00,45.00,46.00,42.00,-14.40
5.51,43.00,44.00,45.00,46.00,42.00,-14.40
5.546,44.00,45.00,46.00,47.00,43.00,-12.60
5.585,44.00,45.00,46.00,47.00,43.00,-12.60
5.626,45.00,46.00,47.00,48.00,44.00,-10.80
5.667,45.00,46.00,47.00,48.00,44.00,-10.80
5.705,46.00,47.00,48.00,49.00,45.00,-9.00
5.75,46.00,47.00,48.00,49.00,45.00,-9.00
5.787,46.00,47.00,48.00,49.00,45.00,-9.00
5.824,47.00,48.00,49.00,50.00,46.00,-7.20
5.869,47.00,48.00,49.00,50.00,46.00,-7.20
5.906,48.00,49.00,50.00,51.00,47.00,-5.40
5.945,48.00,49.00,50.00,51.00,47.00,-5.40
5.989,49.00,50.00,51.00,52.00,48.00,-3.60
6.026,49.00,50.00,51.00,52.00,48.00,-3.60
6.063,49.00,50.00,51.00,52.00,48.00,-3.60
6.109,50.00,51.00,52.00,53.00,49.00,-1.80
6.147,50.00,51.00,52.00,53.00,49.00,-1.80
6.188,51.00,52.00,53.00,54.00,50.00,0.00
6.23,51.00,52.00,53.00,54.00,50.00,0.00
6.266,52.00,53.00,54.00,55.00,51.00,1.80
6.303,52.00,53.00,54.00,55.00,51.00,1.80
6.349,52.00,53.00,54.00,55.00,51.00,1.80
6.386,53.00,54.00,55.00,56.00,52.00,3.60
6.424,53.00,54.00,55.00,56.00,52.00,3.60
6.469,54.00,55.00,56.00,57.00,53.00,5.40
6.507,54.00,55.00,56.00,57.00,53.00,5.40
6.54,55.00,56.00,57.00,58.00,54.00,7.20
6.589,55.00,56.00,57.00,58.00,54.00,7.20
6.626,56.00,57.00,58.00,59.00,55.00,9.00
6.663,56.00,57.00,58.00,59.00,55.00,9.00
6.698,56.00,57.00,58.00,59.00,55.00,9.00
6.739,57.00,58.00,59.00,60.00,56.00,10.80
6.784,57.00,58.00,59.00,60.00,56.00,10.80
6.822,58.00,59.00,60.00,61.00,57.00,12.60
6.866,58.00,59.00,60.00,61.00,57.00,12.60
6.903,59.00,60.00,61.00,62.00,58.00,14.40
6.945,59.00,60.00,61.00,62.00,58.00,14.40
6.986,60.00,61.00,62.00,63.00,59.00,16.20
7.025,60.00,61.00,62.00,63.00,59.00,16.20
7.067,60.00,61.00,62.00,63.00,59.00,16.20
7.106,61.00,62.00,63.00,64.00,60.00,18.00
7.142,61.00,62.00,63.00,64.00,60.00,18.00
7.188,62.00,63.00,64.00,65.00,61.00,19.80
7.224,62.00,63.00,64.00,65.00,61.00,19.80
7.265,63.00,64.00,65.00,66.00,62.00,21.60
7.307,63.00,64.00,65.00,66.00,62.00,21.60
7.345,63.00,64.00,65.00,66.00,62.00,21.60
7.388,64.00,65.00,66.00,67.00,63.00,23.40
7.424,64.00,65.00,66.00,67.00,63.00,23.40
7.466,65.00,66.00,67.00,68.00,64.00,25.20
7.502,65.00,66.00,67.00,68.00,64.00,25.20
7.545,66.00,67.00,68.00,69.00,65.00,27.00
7.586,66.00,67.00,68.00,69.00,65.00,27.00
7.625,66.00,67.00,68.00,69.00,65.00,27.00
7.665,67.00,68.00,69.00,70.00,66.00,28.80
7.706,67.00,68.00,69.00,70.00,66.00,28.80
7.746,68.00,69.00,70.00,71.00,67.00,30.60
7.788,68.00,69.00,70.00,71.00,67.00,30.60
7.825,69.00,70.00,71.00,72.00,68.00,32.40
7.863,69.00,70.00,71.00,72.00,68.00,32.40
7.906,70.00,71.00,72.00,73.00,69.00,34.20
7.945,70.00,71.00,72.00,73.00,69.00,34.20
7.985,70.00,71.00,72.00,73.00,69.00,34.20
8.028,71.00,72.00,73.00,74.00,70.00,36.00
8.066,71.00,72.00,73.00,74.00,70.00,36.00
8.103,72.00,73.00,74.00,75.00,71.00,37.80
8.148,72.00,73.00,74.00,75.00,71.00,37.80
8.186,73.00,74.00,75.00,76.00,72.00,39.60
8.225,73.00,74.00,75.00,76.00,72.00,39.60
8.264,74.00,75.00,76.00,77.00,73.00,41.40
8.306,74.00,75.00,76.00,77.00,73.00,41.40
8.342,74.00,75.00,76.00,77.00,73.00,41.40
8.382,75.00,76.00,77.00,78.00,74.00,43.20
8.425,75.00,76.00,77.00,78.00,74.00,43.20
8.465,76.00,77.00,78.00,79.00,75.00,45.00
8.502,76.00,77.00,78.00,79.00,75.00,45.00
8.546,77.00,78.00,79.00,80.00,76.00,46.80
8.583,77.00,78.00,79.00,80.00,76.00,46.80
8.63,77.00,78.00,79.00,80.00,76.00,46.80
8.666,78.00,79.00,80.00,81.00,77.00,48.60
8.705,78.00,79.00,80.00,81.00,77.00,48.60
8.748,79.00,80.00,81.00,82.00,78.00,50.40
