time,flex0,flex1,flex2,flex3,flex4,gyro
6.642,61.00,62.00,63.00,64.00,60.00,18.00
6.682,62.00,63.00,64.00,65.00,61.00,19.80
6.723,62.00,63.00,64.00,65.00,61.00,19.80
6.77,63.00,64.00,65.00,66.00,62.00,21.60
6.807,63.00,64.00,65.00,66.00,62.00,21.60
6.847,64.00,65.00,66.00,67.00,63.00,23.40
6.89,64.00,65.00,66.00,67.00,63.00,23.40
6.927,65.00,66.00,67.00,68.00,64.00,25.20
6.969,65.00,66.00,67.00,68.00,64.00,25.20
7.01,65.00,66.00,67.00,68.00,64.00,25.20
7.048,66.00,67.00,68.00,69.00,65.00,27.00
7.09,66.00,67.00,68.00,69.00,65.00,27.00
7.13,67.00,68.00,69.00,70.00,66.00,28.80
7.167,67.00,68.00,69.00,70.00,66.00,28.80
7.204,68.00,69.00,70.00,71.00,67.00,30.60
7.249,68.00,69.00,70.00,71.00,67.00,30.60
7.287,68.00,69.00,70.00,71.00,67.00,30.60
7.323,69.00,70.00,71.00,72.00,68.00,32.40
7.36,69.00,70.00,71.00,72.00,68.00,32.40
7.4,70.00,71.00,72.00,73.00,69.00,34.20
7.444,70.00,71.00,72.00,73.00,69.00,34.20
7.489,71.00,72.00,73.00,74.00,70.00,36.00
7.527,71.00,72.00,73.00,74.00,70.00,36.00
7.564,71.00,72.00,73.00,74.00,70.00,36.00
7.61,72.00,73.00,74.00,75.00,71.00,37.80
7.647,72.00,73.00,74.00,75.00,71.00,37.80
7.687,73.00,74.00,75.00,76.00,72.00,39.60
7.73,73.00,74.00,75.00,76.00,72.00,39.60
7.767,74.00,75.00,76.00,77.00,73.00,41.40
7.806,74.00,75.00,76.00,77.00,73.00,41.40
7.843,75.00,76.00,77.00,78.00,74.00,43.20
7.887,75.00,76.00,77.00,78.00,74.00,43.20
7.923,75.00,76.00,77.00,78.00,74.00,43.20
7.97,76.00,77.00,78.00,79.00,75.00,45.00
8.008,76.00,77.00,78.00,79.00,75.00,45.00
8.045,77.00,78.00,79.00,80.00,76.00,46.80
8.091,77.00,78.00,79.00,80.00,76.00,46.80
8.125,78.00,79.00,80.00,81.00,77.00,48.60
8.164,78.00,79.00,80.00,81.00,77.00,48.60
8.206,78.00,79.00,80.00,81.00,77.00,48.60
8.247,79.00,80.00,81.00,82.00,78.00,50.40
8.287,79.00,80.00,81.00,82.00,78.00,50.40
8.32,80.00,81.00,82.00,83.00,79.00,52.20
8.366,80.00,81.00,82.00,83.00,79.00,52.20
8.403,81.00,82.00,83.00,84.00,80.00,54.00
8.45,81.00,82.00,83.00,84.00,80.00,54.00
8.487,82.00,83.00,84.00,85.00,81.00,55.80
8.528,82.00,83.00,84.00,85.00,81.00,55.80
8.57,82.00,83.00,84.00,85.00,81.00,55.80
8.607,83.00,84.00,85.00,86.00,82.00,57.60
8.643,83.00,84.00,85.00,86.00,82.00,57.60
8.687,84.00,85.00,86.00,87.00,83.00,59.40
8.727,84.00,85.00,86.00,87.00,83.00,59.40
8.763,85.00,86.00,87.00,88.00,84.00,61.20
8.809,85.00,86.00,87.00,88.00,84.00,61.20
8.847,85.00,86.00,87.00,88.00,84.00,61.20
8.883,86.00,87.00,88.00,89.00,85.00,63.00
8.923,86.00,87.00,88.00,89.00,85.00,63.00
8.967,87.00,88.00,89.00,90.00,86.00,64.80
9.007,87.00,88.00,89.00,90.00,86.00,64.80
9.05,88.00,89.00,90.00,91.00,87.00,66.60
9.088,88.00,89.00,90.00,91.00,87.00,66.60
9.122,89.00,90.00,91.00,92.00,88.00,68.40
9.17,89.00,90.00,91.00,92.00,88.00,68.40
9.206,89.00,90.00,91.00,92.00,88.00,68.40
9.243,90.00,91.00,92.00,93.00,89.00,70.20
9.289,90.00,91.00,92.00,93.00,89.00,70.20
9.327,91.00,92.00,93.00,94.00,90.00,72.00
9.363,91.00,92.00,93.00,94.00,90.00,72.00
9.409,92.00,93.00,94.00,95.00,91.00,73.80
9.447,92.00,93.00,94.00,95.00,91.00,73.80
9.479,92.00,93.00,94.00,95.00,91.00,73.80
9.529,93.00,94.00,95.00,96.00,92.00,75.60
9.565,93.00,94.00,95.00,96.00,92.00,75.60
9.599,94.00,95.00,96.00,97.00,93.00,77.40
9.638,94.00,95.00,96.00,97.00,93.00,77.40
9.679,95.00,96.00,97.00,98.00,94.00,79.20
9.722,95.00,96.00,97.00,98.00,94.00,79.20
9.767,95.00,96.00,97.00,98.00,94.00,79.20
9.806,96.00,97.00,98.00,99.00,95.00,81.00
9.843,96.00,97.00,98.00,99.00,95.00,81.00
9.887,97.00,98.00,99.00,100.00,96.00,82.80
9.921,97.00,98.00,99.00,100.00,96.00,82.80
9.963,98.00,99.00,100.00,101.00,97.00,84.60
10.007,98.00,99.00,100.00,101.00,97.00,84.60
10.045,99.00,100.00,101.00,102.00,98.00,86.40
10.086,99.00,100.00,101.00,102.00,98.00,86.40
10.127,99.00,100.00,101.00,102.00,98.00,86.40
10.165,100.00,101.00,102.00,103.00,99.00,88.20
10.205,100.00,101.00,102.00,103.00,99.00,88.20
10.248,101.00,102.00,103.00,104.00,100.00,90.00
10.285,101.00,102.00,103.00,104.00,100.00,90.00
10.322,1.00,2.00,3.00,4.00,0.00,-90.00
10.364,1.00,2.00,3.00,4.00,0.00,-90.00
10.406,2.00,3.00,4.00,5.00,1.00,-88.20
10.445,2.00,3.00,4.00,5.00,1.00,-88.20
10.482,2.00,3.00,4.00,5.00,1.00,-88.20
10.526,3.00,4.00,5.00,6.00,2.00,-86.40
10.567,3.00,4.00,5.00,6.00,2.00,-86.40
10.602,4.00,5.00,6.00,7.00,3.00,-84.60
10.646,4.00,5.00,6.00,7.00,3.00,-84.60
10.685,5.00,6.00,7.00,8.00,4.00,-82.80
10.726,5.00,6.00,7.00,8.00,4.00,-82.80
10.766,5.00,6.00,7.00,8.00,4.00,-82.80
10.804,6.00,7.00,8.00,9.00,5.00,-81.00
10.85,6.00,7.00,8.00,9.00,5.00,-81.00
10.885,7.00,8.00,9.00,10.00,6.00,-79.20
10.924,7.00,8.00,9.00,10.00,6.00,-79.20
10.971,8.00,9.00,10.00,11.00,7.00,-77.40
11.005,8.00,9.00,10.00,11.00,7.00,-77.40
11.042,9.00,10.00,11.00,12.00,8.00,-75.60
11.09,9.00,10.00,11.00,12.00,8.00,-75.60
11.125,9.00,10.00,11.00,12.00,8.00,-75.60
11.162,10.00,11.00,12.00,13.00,9.00,-73.80
11.206,10.00,11.00,12.00,13.00,9.00,-73.80
11.246,11.00,12.00,13.00,14.00,10.00,-72.00
11.282,11.00,12.00,13.00,14.00,10.00,-72.00
11.327,12.00,13.00,14.00,15.00,11.00,-70.20
11.365,12.00,13.00,14.00,15.00,11.00,-70.20
11.402,12.00,13.00,14.00,15.00,11.00,-70.20
11.444,13.00,14.00,15.00,16.00,12.00,-68.40
11.486,13.00,14.00,15.00,16.00,12.00,-68.40
11.525,14.00,15.00,16.00,17.00,13.00,-66.60
11.568,14.00,15.00,16.00,17.00,13.00,-66.60
11.606,15.00,16.00,17.00,18.00,14.00,-64.80
11.642,15.00,16.00,17.00,18.00,14.00,-64.80
11.686,15.00,16.00,17.00,18.00,14.00,-64.80
11.726,16.00,17.00,18.00,19.00,15.00,-63.00
11.762,16.00,17.00,18.00,19.00,15.00,-63.00
11.804,17.00,18.00,19.00,20.00,16.00,-61.20
11.846,17.00,18.00,19.00,20.00,16.00,-61.20
11.882,18.00,19.00,20.00,21.00,17.00,-59.40
11.922,18.00,19.00,20.00,21.00,17.00,-59.40
11.966,19.00,20.00,21.00,22.00,18.00,-57.60
12.003,19.00,20.00,21.00,22.00,18.00,-57.60
12.046,19.00,20.00,21.00,22.00,18.00,-57.60
12.083,20.00,21.00,22.00,23.00,19.00,-55.80
12.125,20.00,21.00,22.00,23.00,19.00,-55.80
12.162,21.00,22.00,23.00,24.00,20.00,-54.00
12.206,21.00,22.00,23.00,24.00,20.00,-54.00
12.242,22.00,23.00,24.00,25.00,21.00,-52.20
12.284,22.00,23.00,24.00,25.00,21.00,-52.20
12.323,23.00,24.00,25.00,26.00,22.00,-50.40
12.363,23.00,24.00,25.00,26.00,22.00,-50.40
12.403,23.00,24.00,25.00,26.00,22.00,-50.40
12.446,24.00,25.00,26.00,27.00,23.00,-48.60
12.482,24.00,25.00,26.00,27.00,23.00,-48.60
12.525,25.00,26.00,27.00,28.00,24.00,-46.80
12.566,25.00,26.00,27.00,28.00,24.00,-46.80
12.602,26.00,27.00,28.00,29.00,25.00,-45.00
12.647,26.00,27.00,28.00,29.00,25.00,-45.00
12.685,26.00,27.00,28.00,29.00,25.00,-45.00
12.722,27.00,28.00,29.00,30.00,26.00,-43.20
12.76,27.00,28.00,29.00,30.00,26.00,-43.20
12.806,28.00,29.00,30.00,31.00,27.00,-41.40
12.845,28.00,29.00,30.00,31.00,27.00,-41.40
12.886,29.00,30.00,31.00,32.00,28.00,-39.60
12.925,29.00,30.00,31.00,32.00,28.00,-39.60
12.962,30.00,31.00,32.00,33.00,29.00,-37.80
13.004,30.00,31.00,32.00,33.00,29.00,-37.80
13.046,30.00,31.00,32.00,33.00,29.00,-37.80
13.086,31.00,32.00,33.00,34.00,30.00,-36.00
13.122,31.00,32.00,33.00,34.00,30.00,-36.00
13.165,32.00,33.00,34.00,35.00,31.00,-34.20
13.202,32.00,33.00,34.00,35.00,31.00,-34.20
13.246,33.00,34.00,35.00,36.00,32.00,-32.40
13.286,33.00,34.00,35.00,36.00,32.00,-32.40
13.322,33.00,34.00,35.00,36.00,32.00,-32.40
13.365,34.00,35.00,36.00,37.00,33.00,-30.60
13.405,34.00,35.00,36.00,37.00,33.00,-30.60
13.443,35.00,36.00,37.00,38.00,34.00,-28.80
13.483,35.00,36.00,37.00,38.00,34.00,-28.80
13.528,36.00,37.00,38.00,39.00,35.00,-27.00
13.563,36.00,37.00,38.00,39.00,35.00,-27.00
13.601,37.00,38.00,39.00,40.00,36.00,-25.20
13.645,37.00,38.00,39.00,40.00,36.00,-25.20
